Record Length,Analog:3500,
Sample Interval,Analog:2.000000E-09,
Vertical Units,CH1:V, CH2:V, CH3:V,,
Vertical Scale,CH1:+2.000000E+00, CH2:+2.000000E+00, CH3:+5.000000E-04,,
Vertical Offset,CH1:+0.000000E+00, CH2:+0.000000E+00, CH3:+0.000000E+00,,
Horizontal Units,us,
Horizontal Scale,+5.000000E-01,
Model Number,T3DSO1204 ,
Serial Number,T0101C21531109,
Software Version,8.3.6.1.37R8,
Source,CH1,CH2,CH3
Second,Value,Value,Value
-1.600000E-08,-1.600000E-01,+0.000000E+00,-3.200000E-04
-1.400000E-08,-1.600000E-01,+0.000000E+00,-3.400000E-04
-1.200000E-08,-8.000000E-02,+0.000000E+00,-3.000000E-04
-1.000000E-08,+0.000000E+00,+0.000000E+00,-2.400000E-04
-8.000000E-09,+8.000000E-02,+0.000000E+00,-2.200000E-04
-6.000000E-09,+2.400000E-01,+0.000000E+00,-1.600000E-04
-4.000000E-09,+4.000000E-01,+0.000000E+00,-2.400000E-04
-2.000000E-09,+5.600000E-01,+0.000000E+00,-2.800000E-04
-2.117582E-22,+7.200000E-01,+0.000000E+00,-3.800000E-04
+2.000000E-09,+8.000000E-01,+0.000000E+00,-3.800000E-04
+4.000000E-09,+8.000000E-01,+0.000000E+00,-3.200000E-04
+6.000000E-09,+8.800000E-01,+8.000000E-02,-2.200000E-04
+8.000000E-09,+8.800000E-01,+8.000000E-02,-1.400000E-04
+1.000000E-08,+8.800000E-01,+0.000000E+00,-2.000000E-04
+1.200000E-08,+8.800000E-01,+0.000000E+00,-3.400000E-04
+1.400000E-08,+8.800000E-01,+0.000000E+00,-3.200000E-04
+1.600000E-08,+8.800000E-01,+0.000000E+00,-3.000000E-04
+1.800000E-08,+9.600000E-01,+0.000000E+00,-2.600000E-04
+2.000000E-08,+9.600000E-01,+0.000000E+00,-2.400000E-04
+2.200000E-08,+9.600000E-01,+0.000000E+00,+2.000000E-05
+2.400000E-08,+1.040000E+00,+0.000000E+00,+7.600000E-04
+2.600000E-08,+1.040000E+00,+0.000000E+00,+1.960000E-03
+2.800000E-08,+1.040000E+00,+0.000000E+00,+2.320000E-03
+3.000000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+3.200000E-08,+1.040000E+00,+0.000000E+00,+2.400000E-03
+3.400000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+3.600000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+3.800000E-08,+1.040000E+00,+0.000000E+00,+2.400000E-03
+4.000000E-08,+1.040000E+00,+0.000000E+00,+2.400000E-03
+4.200000E-08,+1.040000E+00,+0.000000E+00,+2.380000E-03
+4.400000E-08,+1.040000E+00,+0.000000E+00,+2.400000E-03
+4.600000E-08,+1.040000E+00,+0.000000E+00,+2.400000E-03
+4.800000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+5.000000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+5.200000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+5.400000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+5.600000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+5.800000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+6.000000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+6.200000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+6.400000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+6.600000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+6.800000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+7.000000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+7.200000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+7.400000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+7.600000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+7.800000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+8.000000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+8.200000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+8.400000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+8.600000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+8.800000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+9.000000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+9.200000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+9.400000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+9.600000E-08,+1.120000E+00,+0.000000E+00,+2.400000E-03
+9.800000E-08,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.000000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.020000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.040000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.060000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.080000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.100000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.120000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.140000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.160000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.180000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.200000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.220000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.240000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.260000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+1.280000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.300000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.320000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.340000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.360000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.380000E-07,+1.200000E+00,+0.000000E+00,+2.400000E-03
+1.400000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.420000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.440000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.460000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.480000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.500000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.520000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+1.540000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.560000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.580000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.600000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.620000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.640000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.660000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.680000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.700000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.720000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.740000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.760000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.780000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.800000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.820000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.840000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.860000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+1.880000E-07,+1.200000E+00,+0.000000E+00,+2.360000E-03
+1.900000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.920000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+1.940000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.960000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+1.980000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.000000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.020000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.040000E-07,+1.200000E+00,+0.000000E+00,+2.360000E-03
+2.060000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.080000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+2.100000E-07,+1.120000E+00,+0.000000E+00,+2.400000E-03
+2.120000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.140000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.160000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.180000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.200000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.220000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.240000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.260000E-07,+1.200000E+00,+0.000000E+00,+2.380000E-03
+2.280000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.300000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.320000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.340000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.360000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.380000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.400000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.420000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.440000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.460000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.480000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.500000E-07,+1.120000E+00,+0.000000E+00,+2.380000E-03
+2.520000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.540000E-07,+1.200000E+00,+0.000000E+00,+2.340000E-03
+2.560000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.580000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.600000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.620000E-07,+1.120000E+00,+0.000000E+00,+2.340000E-03
+2.640000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.660000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.680000E-07,+1.120000E+00,+0.000000E+00,+2.360000E-03
+2.700000E-07,+1.120000E+00,+0.000000E+00,+2.320000E-03
+2.720000E-07,+1.120000E+00,+0.000000E+00,+2.300000E-03
+2.740000E-07,+1.120000E+00,+0.000000E+00,+2.300000E-03
+2.760000E-07,+1.120000E+00,+0.000000E+00,+2.300000E-03
+2.780000E-07,+1.120000E+00,+0.000000E+00,+2.300000E-03
+2.800000E-07,+1.120000E+00,+0.000000E+00,+2.280000E-03
+2.820000E-07,+1.120000E+00,+0.000000E+00,+2.260000E-03
+2.840000E-07,+1.120000E+00,+0.000000E+00,+2.280000E-03
+2.860000E-07,+1.120000E+00,+0.000000E+00,+2.260000E-03
+2.880000E-07,+1.120000E+00,+0.000000E+00,+2.260000E-03
+2.900000E-07,+1.120000E+00,+0.000000E+00,+2.280000E-03
+2.920000E-07,+1.120000E+00,+0.000000E+00,+2.260000E-03
+2.940000E-07,+1.120000E+00,+0.000000E+00,+2.260000E-03
+2.960000E-07,+1.120000E+00,+0.000000E+00,+2.240000E-03
+2.980000E-07,+1.120000E+00,+0.000000E+00,+2.200000E-03
+3.000000E-07,+1.120000E+00,+0.000000E+00,+2.120000E-03
+3.020000E-07,+1.120000E+00,+0.000000E+00,+1.980000E-03
+3.040000E-07,+1.120000E+00,+0.000000E+00,+1.980000E-03
+3.060000E-07,+1.120000E+00,+0.000000E+00,+2.140000E-03
+3.080000E-07,+1.120000E+00,+0.000000E+00,+2.200000E-03
+3.100000E-07,+1.120000E+00,+0.000000E+00,+2.220000E-03
+3.120000E-07,+1.120000E+00,+0.000000E+00,+2.200000E-03
+3.140000E-07,+1.120000E+00,+0.000000E+00,+2.180000E-03
+3.160000E-07,+1.120000E+00,+0.000000E+00,+2.100000E-03
+3.180000E-07,+1.120000E+00,+0.000000E+00,+2.020000E-03
+3.200000E-07,+1.120000E+00,+0.000000E+00,+1.920000E-03
+3.220000E-07,+1.120000E+00,+0.000000E+00,+1.840000E-03
+3.240000E-07,+1.120000E+00,+0.000000E+00,+1.820000E-03
+3.260000E-07,+1.120000E+00,+0.000000E+00,+1.900000E-03
+3.280000E-07,+1.120000E+00,+0.000000E+00,+1.980000E-03
+3.300000E-07,+1.120000E+00,+0.000000E+00,+2.000000E-03
+3.320000E-07,+1.120000E+00,+0.000000E+00,+2.060000E-03
+3.340000E-07,+1.120000E+00,+0.000000E+00,+2.060000E-03
+3.360000E-07,+1.120000E+00,+0.000000E+00,+2.020000E-03
+3.380000E-07,+1.120000E+00,+0.000000E+00,+1.880000E-03
+3.400000E-07,+1.120000E+00,+0.000000E+00,+1.720000E-03
+3.420000E-07,+1.120000E+00,+0.000000E+00,+1.620000E-03
+3.440000E-07,+1.120000E+00,+0.000000E+00,+1.580000E-03
+3.460000E-07,+1.200000E+00,+0.000000E+00,+1.640000E-03
+3.480000E-07,+1.120000E+00,+0.000000E+00,+1.760000E-03
+3.500000E-07,+1.120000E+00,+0.000000E+00,+1.860000E-03
+3.520000E-07,+1.120000E+00,+0.000000E+00,+1.920000E-03
+3.540000E-07,+1.120000E+00,+0.000000E+00,+1.920000E-03
+3.560000E-07,+1.120000E+00,+0.000000E+00,+1.800000E-03
+3.580000E-07,+1.120000E+00,+0.000000E+00,+1.640000E-03
+3.600000E-07,+1.120000E+00,+0.000000E+00,+1.480000E-03
+3.620000E-07,+1.120000E+00,+0.000000E+00,+1.440000E-03
+3.640000E-07,+1.120000E+00,+0.000000E+00,+1.440000E-03
+3.660000E-07,+1.120000E+00,+0.000000E+00,+1.460000E-03
+3.680000E-07,+1.120000E+00,+0.000000E+00,+1.600000E-03
+3.700000E-07,+1.120000E+00,+0.000000E+00,+1.640000E-03
+3.720000E-07,+1.120000E+00,+0.000000E+00,+1.660000E-03
+3.740000E-07,+1.120000E+00,+0.000000E+00,+1.640000E-03
+3.760000E-07,+1.120000E+00,+0.000000E+00,+1.580000E-03
+3.780000E-07,+1.120000E+00,+0.000000E+00,+1.480000E-03
+3.800000E-07,+1.120000E+00,+0.000000E+00,+1.360000E-03
+3.820000E-07,+1.120000E+00,+0.000000E+00,+1.280000E-03
+3.840000E-07,+1.120000E+00,+0.000000E+00,+1.280000E-03
+3.860000E-07,+1.120000E+00,+0.000000E+00,+1.340000E-03
+3.880000E-07,+1.120000E+00,+0.000000E+00,+1.360000E-03
+3.900000E-07,+1.120000E+00,+0.000000E+00,+1.420000E-03
+3.920000E-07,+1.120000E+00,+0.000000E+00,+1.480000E-03
+3.940000E-07,+1.120000E+00,+0.000000E+00,+1.440000E-03
+3.960000E-07,+1.120000E+00,+0.000000E+00,+1.300000E-03
+3.980000E-07,+1.120000E+00,+0.000000E+00,+1.240000E-03
+4.000000E-07,+1.120000E+00,+0.000000E+00,+1.300000E-03
+4.020000E-07,+1.120000E+00,+0.000000E+00,+1.200000E-03
+4.040000E-07,+1.120000E+00,+0.000000E+00,+1.160000E-03
+4.060000E-07,+1.120000E+00,+0.000000E+00,+1.220000E-03
+4.080000E-07,+1.120000E+00,+0.000000E+00,+1.240000E-03
+4.100000E-07,+1.120000E+00,+0.000000E+00,+1.280000E-03
+4.120000E-07,+1.120000E+00,+0.000000E+00,+1.260000E-03
+4.140000E-07,+1.120000E+00,+0.000000E+00,+1.160000E-03
+4.160000E-07,+1.120000E+00,+0.000000E+00,+1.020000E-03
+4.180000E-07,+1.120000E+00,+0.000000E+00,+9.999999E-04
+4.200000E-07,+1.120000E+00,+0.000000E+00,+1.060000E-03
+4.220000E-07,+1.120000E+00,+0.000000E+00,+1.060000E-03
+4.240000E-07,+1.120000E+00,+0.000000E+00,+1.120000E-03
+4.260000E-07,+1.120000E+00,+0.000000E+00,+1.160000E-03
+4.280000E-07,+1.120000E+00,+0.000000E+00,+1.100000E-03
+4.300000E-07,+1.200000E+00,+0.000000E+00,+1.040000E-03
+4.320000E-07,+1.120000E+00,+0.000000E+00,+9.600000E-04
+4.340000E-07,+1.120000E+00,+0.000000E+00,+9.400000E-04
+4.360000E-07,+1.120000E+00,+0.000000E+00,+9.200000E-04
+4.380000E-07,+1.120000E+00,+0.000000E+00,+9.000000E-04
+4.400000E-07,+1.120000E+00,+0.000000E+00,+8.799999E-04
+4.420000E-07,+1.120000E+00,+0.000000E+00,+8.600000E-04
+4.440000E-07,+1.120000E+00,+0.000000E+00,+9.200000E-04
+4.460000E-07,+1.120000E+00,+0.000000E+00,+9.800000E-04
+4.480000E-07,+1.120000E+00,+0.000000E+00,+9.600000E-04
+4.500000E-07,+1.120000E+00,+0.000000E+00,+9.200000E-04
+4.520000E-07,+1.120000E+00,+0.000000E+00,+8.600000E-04
+4.540000E-07,+1.120000E+00,+0.000000E+00,+7.600000E-04
+4.560000E-07,+1.120000E+00,+0.000000E+00,+7.200000E-04
+4.580000E-07,+1.120000E+00,+0.000000E+00,+6.800000E-04
+4.600000E-07,+1.120000E+00,+0.000000E+00,+7.000000E-04
+4.620000E-07,+1.120000E+00,+0.000000E+00,+7.000000E-04
+4.640000E-07,+1.120000E+00,+0.000000E+00,+8.000000E-04
+4.660000E-07,+1.120000E+00,+0.000000E+00,+8.600000E-04
+4.680000E-07,+1.120000E+00,+0.000000E+00,+8.799999E-04
+4.700000E-07,+1.120000E+00,+0.000000E+00,+8.200000E-04
+4.720000E-07,+1.120000E+00,+0.000000E+00,+7.400000E-04
+4.740000E-07,+1.120000E+00,+0.000000E+00,+6.600000E-04
+4.760000E-07,+1.120000E+00,+0.000000E+00,+5.800000E-04
+4.780000E-07,+1.120000E+00,+0.000000E+00,+5.400000E-04
+4.800000E-07,+1.120000E+00,+0.000000E+00,+5.200000E-04
+4.820000E-07,+1.120000E+00,+0.000000E+00,+6.000000E-04
+4.840000E-07,+1.120000E+00,+8.000000E-02,+6.600000E-04
+4.860000E-07,+1.120000E+00,+1.600000E-01,+7.400000E-04
+4.880000E-07,+1.120000E+00,+4.000000E-01,+7.800000E-04
+4.900000E-07,+1.120000E+00,+8.800000E-01,+6.200000E-04
+4.920000E-07,+1.120000E+00,+1.600000E+00,+6.200000E-04
+4.940000E-07,+1.120000E+00,+2.480000E+00,+5.400000E-04
+4.960000E-07,+1.120000E+00,+3.520000E+00,+4.800000E-04
+4.980000E-07,+1.120000E+00,+4.480000E+00,+5.200000E-04
+5.000000E-07,+1.200000E+00,+5.360000E+00,+4.800000E-04
+5.020000E-07,+1.200000E+00,+6.080000E+00,+4.800000E-04
+5.040000E-07,+1.200000E+00,+6.640000E+00,+5.000000E-04
+5.060000E-07,+1.280000E+00,+6.960000E+00,+5.600000E-04
+5.080000E-07,+1.280000E+00,+7.280000E+00,+6.200000E-04
+5.100000E-07,+1.440000E+00,+7.440000E+00,+6.000000E-04
+5.120000E-07,+1.440000E+00,+7.520000E+00,+5.600000E-04
+5.140000E-07,+1.600000E+00,+7.680000E+00,+5.200000E-04
+5.160000E-07,+1.680000E+00,+7.680000E+00,+4.400000E-04
+5.180000E-07,+1.680000E+00,+7.760000E+00,+4.600000E-04
+5.200000E-07,+1.680000E+00,+7.760000E+00,+7.600000E-04
+5.220000E-07,+1.760000E+00,+7.840000E+00,+1.720000E-03
+5.240000E-07,+1.760000E+00,+7.920000E+00,+2.360000E-03
+5.260000E-07,+1.840000E+00,+7.920000E+00,+2.400000E-03
+5.280000E-07,+1.840000E+00,+8.080000E+00,+2.400000E-03
+5.300000E-07,+1.920000E+00,+8.160000E+00,+2.380000E-03
+5.320000E-07,+1.920000E+00,+8.160000E+00,+2.400000E-03
+5.340000E-07,+2.000000E+00,+8.160000E+00,+2.400000E-03
+5.360000E-07,+2.000000E+00,+8.000000E+00,+2.400000E-03
+5.380000E-07,+2.000000E+00,+7.760000E+00,+2.400000E-03
+5.400000E-07,+2.080000E+00,+7.280000E+00,+2.380000E-03
+5.420000E-07,+2.080000E+00,+6.480000E+00,+2.400000E-03
+5.440000E-07,+2.080000E+00,+5.520000E+00,+2.400000E-03
+5.460000E-07,+2.080000E+00,+4.480000E+00,+2.400000E-03
+5.480000E-07,+2.080000E+00,+3.520000E+00,+2.400000E-03
+5.500000E-07,+2.080000E+00,+2.640000E+00,+2.400000E-03
+5.520000E-07,+2.000000E+00,+1.920000E+00,+2.400000E-03
+5.540000E-07,+2.000000E+00,+1.520000E+00,+2.400000E-03
+5.560000E-07,+1.920000E+00,+1.280000E+00,+2.400000E-03
+5.580000E-07,+1.760000E+00,+1.200000E+00,+2.400000E-03
+5.600000E-07,+1.680000E+00,+1.200000E+00,+2.400000E-03
+5.620000E-07,+1.520000E+00,+1.120000E+00,+2.400000E-03
+5.640000E-07,+1.440000E+00,+1.120000E+00,+2.400000E-03
+5.660000E-07,+1.360000E+00,+1.120000E+00,+2.400000E-03
+5.680000E-07,+1.200000E+00,+1.040000E+00,+2.400000E-03
+5.700000E-07,+1.200000E+00,+9.600000E-01,+2.400000E-03
+5.720000E-07,+1.200000E+00,+8.800000E-01,+2.400000E-03
+5.740000E-07,+1.200000E+00,+7.200000E-01,+2.380000E-03
+5.760000E-07,+1.120000E+00,+5.600000E-01,+2.380000E-03
+5.780000E-07,+1.120000E+00,+4.800000E-01,+1.140000E-03
+5.800000E-07,+1.040000E+00,+4.000000E-01,-2.120000E-03
+5.820000E-07,+1.040000E+00,+4.000000E-01,-2.420000E-03
+5.840000E-07,+9.600000E-01,+4.000000E-01,-2.420000E-03
+5.860000E-07,+9.600000E-01,+4.800000E-01,-2.400000E-03
+5.880000E-07,+1.040000E+00,+4.800000E-01,-2.380000E-03
+5.900000E-07,+9.600000E-01,+4.800000E-01,-2.400000E-03
+5.920000E-07,+1.040000E+00,+4.800000E-01,-2.400000E-03
+5.940000E-07,+1.040000E+00,+5.600000E-01,-2.420000E-03
+5.960000E-07,+1.040000E+00,+5.600000E-01,-2.420000E-03
+5.980000E-07,+1.040000E+00,+4.800000E-01,-2.400000E-03
+6.000000E-07,+9.600000E-01,+4.800000E-01,-2.420000E-03
+6.020000E-07,+9.600000E-01,+4.800000E-01,-2.420000E-03
+6.040000E-07,+9.600000E-01,+4.000000E-01,-2.420000E-03
+6.060000E-07,+9.600000E-01,+4.000000E-01,-2.400000E-03
+6.080000E-07,+8.800000E-01,+3.200000E-01,-2.400000E-03
+6.100000E-07,+9.600000E-01,+3.200000E-01,-2.400000E-03
+6.120000E-07,+9.600000E-01,+3.200000E-01,-2.400000E-03
+6.140000E-07,+9.600000E-01,+4.000000E-01,-2.400000E-03
+6.160000E-07,+9.600000E-01,+4.000000E-01,-2.400000E-03
+6.180000E-07,+9.600000E-01,+4.000000E-01,-2.400000E-03
+6.200000E-07,+9.600000E-01,+4.000000E-01,-2.400000E-03
+6.220000E-07,+9.600000E-01,+3.200000E-01,-2.400000E-03
+6.240000E-07,+9.600000E-01,+4.000000E-01,-2.420000E-03
+6.260000E-07,+1.040000E+00,+4.000000E-01,-2.400000E-03
+6.280000E-07,+9.600000E-01,+3.200000E-01,-2.400000E-03
+6.300000E-07,+9.600000E-01,+3.200000E-01,-2.400000E-03
+6.320000E-07,+9.600000E-01,+3.200000E-01,-2.420000E-03
+6.340000E-07,+9.600000E-01,+2.400000E-01,-2.420000E-03
+6.360000E-07,+9.600000E-01,+2.400000E-01,-2.420000E-03
+6.380000E-07,+9.600000E-01,+2.400000E-01,-2.400000E-03
+6.400000E-07,+9.600000E-01,+2.400000E-01,-2.400000E-03
+6.420000E-07,+1.040000E+00,+2.400000E-01,-1.480000E-03
+6.440000E-07,+1.040000E+00,+2.400000E-01,+4.000000E-04
+6.460000E-07,+1.040000E+00,+2.400000E-01,-1.560000E-03
+6.480000E-07,+1.040000E+00,+2.400000E-01,-2.420000E-03
+6.500000E-07,+1.040000E+00,+1.600000E-01,-2.420000E-03
+6.520000E-07,+1.040000E+00,+2.400000E-01,-2.420000E-03
+6.540000E-07,+1.040000E+00,+2.400000E-01,-2.420000E-03
+6.560000E-07,+1.040000E+00,+2.400000E-01,-2.400000E-03
+6.580000E-07,+1.040000E+00,+1.600000E-01,-2.380000E-03
+6.600000E-07,+1.040000E+00,+1.600000E-01,-2.340000E-03
+6.620000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.640000E-07,+1.040000E+00,+1.600000E-01,-2.420000E-03
+6.660000E-07,+1.040000E+00,+1.600000E-01,-2.420000E-03
+6.680000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.700000E-07,+1.040000E+00,+8.000000E-02,-2.380000E-03
+6.720000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.740000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.760000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.780000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.800000E-07,+1.040000E+00,+1.600000E-01,-2.420000E-03
+6.820000E-07,+1.040000E+00,+1.600000E-01,-2.340000E-03
+6.840000E-07,+1.040000E+00,+1.600000E-01,-2.340000E-03
+6.860000E-07,+1.120000E+00,+1.600000E-01,-2.360000E-03
+6.880000E-07,+1.040000E+00,+1.600000E-01,-2.400000E-03
+6.900000E-07,+1.120000E+00,+8.000000E-02,-2.400000E-03
+6.920000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+6.940000E-07,+1.120000E+00,+8.000000E-02,-2.400000E-03
+6.960000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+6.980000E-07,+1.120000E+00,+8.000000E-02,-2.340000E-03
+7.000000E-07,+1.040000E+00,+8.000000E-02,-2.340000E-03
+7.020000E-07,+1.120000E+00,+8.000000E-02,-2.340000E-03
+7.040000E-07,+1.120000E+00,+8.000000E-02,-2.360000E-03
+7.060000E-07,+1.040000E+00,+8.000000E-02,-2.380000E-03
+7.080000E-07,+1.120000E+00,+8.000000E-02,-2.400000E-03
+7.100000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+7.120000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+7.140000E-07,+1.120000E+00,+8.000000E-02,-2.400000E-03
+7.160000E-07,+1.120000E+00,+8.000000E-02,-2.300000E-03
+7.180000E-07,+1.120000E+00,+8.000000E-02,-2.240000E-03
+7.200000E-07,+1.040000E+00,+8.000000E-02,-2.260000E-03
+7.220000E-07,+1.120000E+00,+8.000000E-02,-2.360000E-03
+7.240000E-07,+1.120000E+00,+8.000000E-02,-2.380000E-03
+7.260000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+7.280000E-07,+1.040000E+00,+8.000000E-02,-2.400000E-03
+7.300000E-07,+1.120000E+00,+8.000000E-02,-2.360000E-03
+7.320000E-07,+1.120000E+00,+8.000000E-02,-2.340000E-03
+7.340000E-07,+1.120000E+00,+8.000000E-02,-2.360000E-03
+7.360000E-07,+1.120000E+00,+8.000000E-02,-2.340000E-03
+7.380000E-07,+1.120000E+00,+8.000000E-02,-2.360000E-03
+7.400000E-07,+1.120000E+00,+8.000000E-02,-2.320000E-03
+7.420000E-07,+1.040000E+00,+8.000000E-02,-2.200000E-03
+7.440000E-07,+1.040000E+00,+8.000000E-02,-2.200000E-03
